raw_database_id,displayOrder,possessions,rarity,imageUrl,status,보유 여부,price,series,cardName,isLegacy,cardNumber,type,pokedexNumber
pcYbiY9hhq8yDYUmCBl5,201,[object Object],SAR,https://mtg-kr.com/cardimage/poketcgSV11W-168.png,등급카드,,0,sv11W -「화이트플레어」,레시라무 ex,true,SV11W-168,포켓몬,643
cey3VIzP996Q1iUnZEci,202,,SSR,https://mtg-kr.com/cardimage/poketcgSM8b-211.png,미보유,,0,sm8b -「울트라샤이니」,레시라무 GX,true,SM8b-211,포켓몬,643
dlTateGzgsamqbdDPBTG,203,,SR,https://mtg-kr.com/cardimage/poketcgS11a-076.png,미보유,,0,s11a -「백열의 아르카나」,레시라무 V,true,S11a-076,포켓몬,643
WvPIWKyixJKXD6VlYXnQ,204,[object Object],SR,https://mtg-kr.com/cardimage/poketcgSM11b-064.png,보유중,,0,sm11b -「드림리그」,레시라무&제크로무 GX,true,SM11b-064,포켓몬,
2WEkJKnnnEXWBorkxy6n,205,,AR,https://mtg-kr.com/cardimage/poketcgSV8-112.png,보유중,,0,sv8 -「초전브레이커」,레어코일,true,SV8-112,포켓몬,
Ypl5SK3YcXMSSDqQU2xx,206,,SAR,https://mtg-kr.com/cardimage/poketcgS12a-233.png,미보유,,0,s12a -「VSTAR 유니버스」,레지기가스 Vstar,true,S12a-233,포켓몬,
4YJSee16SlxIIIbtHDKv,207,,SSR,https://mtg-kr.com/cardimage/poketcgSM8b-209.png,미보유,,0,sm8b -「울트라샤이니」,레쿠쟈 GX,true,SM8b-240,포켓몬,0384
lu4lJMTpnP9UFlITkx7k,208,,SR,https://mtg-kr.com/cardimage/poketcgS7R-076.png,보유중,,0,s7R -「창공스트림」,레쿠쟈 V,true,S7r-076,포켓몬,384
1OxlLAOiQPSr7FpnzHF5,209,,CSR,https://mtg-kr.com/cardimage/poketcgS8b-252.png,등급카드,,0,s8b -「VMAX 클라이맥스」,레쿠쟈 Vmax,true,S8b-252,포켓몬,384
Wi9MbZEYb4h9Vxd6BcHM,210,,CHR,https://mtg-kr.com/cardimage/poketcgS9a-068.png,보유중,,0,s9a -「배틀리전」,로즈레이드,true,S9a-068,포켓몬,
ceZcIGDRuyKX3axOI9b1,211,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_126.png,미보유,,0,sv10 -「로켓단의 영광」,로켓단의 니드킹 ex,true,SV10-126,포켓몬,
9pUBA6QmmlIFpP5s2mog,212,,AR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_108.png,보유중,,0,sv10 -「로켓단의 영광」,로켓단의 레트라,true,SV10-108,포켓몬,
jQVkvyrhladxl4TyDr0j,213,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_125.png,미보유,,0,sv10 -「로켓단의 영광」,로켓단의 뮤츠 ex,true,SV10-125,포켓몬,
gVaubspM2I90c7tzG5jT,214,,SAR,https://mtg-kr.com/cardimage/poketcgM2a-237.png,미보유,,0,m2a -「메가드림」,로켓단의 뮤츠 ex,true,M2a-237,포켓몬,
1U161hPrbNM4bKQC66y3,215,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_128.png,보유중,,0,sv10 -「로켓단의 영광」,로켓단의 비주기,true,SV10-128,포켓몬,
bacVz4HR3rPPftOe2HPS,216,,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_121.png,보유중,,0,sv10 -「로켓단의 영광」,로켓단의 비주기,true,SV10-121,포켓몬,
n5dVAdePtbFcmeUQxtvh,217,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_129.png,미보유,,0,sv10 -「로켓단의 영광」,로켓단의 아테나,true,SV10-129,포켓몬,
QlIxczU2WAzdifdY01qo,218,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_127.png,미보유,,0,sv10 -「로켓단의 영광」,로켓단의 크로뱃 ex,true,SV10-127,포켓몬,
KKLPLotEhgO11kB1CwuT,219,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_124.png,미보유,,0,sv10 -「로켓단의 영광」,로켓단의 파이어 ex,true,SV10-124,포켓몬,
jX5Me8ytCMkyDpgyoziq,220,,SAR,https://mtg-kr.com/cardimage/poketcgM2-112.png,미보유,,0,m2 -「인페르노X」,로토무 ex,true,M2-112,포켓몬,
Ez5Dcb4OrjWvsWEvmLm6,221,,SR,https://mtg-kr.com/cardimage/poketcgS11-104.png,미보유,,0,s11 -「로스트어비스」,로토무 V,true,S11-104,포켓몬,
TXc5WZAifJo5fe5mPxZr,222,,AR,https://mtg-kr.com/cardimage/poketcgSV9-107.png,보유중,,0,sv9 -「배틀파트너즈」,루가루암,true,SV9-107,포켓몬,
u2Ie2J5RuAf7FRjJPygE,223,,CHR,https://mtg-kr.com/cardimage/poketcgS11a-073.png,보유중,,0,s11a -「백열의 아르카나」,루브도,true,S11a-073,포켓몬,
L0ve4O9WaoBH09xPheZ0,224,,CHR,https://mtg-kr.com/cardimage/poketcgS11a-071.png,보유중,,0,s11a -「백열의 아르카나」,루주라,true,S11a-071,포켓몬,
VC11LTQyC0wAN4ZyPUJP,225,,SAR,https://mtg-kr.com/cardimage/poketcgS12a-226.png,미보유,,0,s12a -「VSTAR 유니버스」,루카리오 Vstar,true,S12a-226,포켓몬,
CIkssjIf3aaxtWHoBIoi,226,,AR,https://mtg-kr.com/cardimage/poketcgSV1S-086.png,보유중,,0,sv1S -「스칼렛 ex」,리오르,true,SV1S-086,포켓몬,
3vrG7y652j0YbADz3G2E,227,,AR,https://mtg-kr.com/cardimage/poketcgS12a-201.png,보유중,,0,s12a -「VSTAR 유니버스」,리오르,true,S12a-201,포켓몬,
xaO4K5BVOrdgvvMiNIG6,228,,AR,https://mtg-kr.com/cardimage/poketcgSV2a-169.png,보유중,,0,sv2a -「포켓몬 카드 151」,리자드,true,SV2a-169,포켓몬,5
vlzX0vwhcI0SCtfhX9O6,229,,CHR,https://mtg-kr.com/cardimage/poketcgS8b-187.png,보유중,,0,s8b -「VMAX 클라이맥스」,리자몽,true,S8b-187,포켓몬,
JpBPEyoxoga2B7zwAPcc,230,,SR,https://cards.image.pokemonkorea.co.kr/data/wmimages/XY/CP6/CP6_103.jpg,미보유,,0,XY BREAK 확장팩 BASE PACK 20th Anniversary,리자몽 EX,true,103/100,포켓몬,
SPsSB8atFAr5JcWkOAOF,231,,SSR,https://mtg-kr.com/cardimage/poketcgSV4a-331.png,보유중,,0,sv4a -「샤이니트레저 ex」,리자몽 ex,true,SV4a-331,포켓몬,
DNx5OL4VHH2vdne1wZMT,232,,SR,https://mtg-kr.com/cardimage/poketcgSV3-125.png,보유중,,0,sv3 - 「흑염의 지배자」,리자몽 ex,true,SV3-125,포켓몬,
vOu7RA9NlMpLhPctfQMD,233,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_134.png,미보유,,0,sv3 - 「흑염의 지배자」,리자몽 ex,true,SV3-134,포켓몬,
DCCE7wHwuKAzV2N8Qo8K,234,,SR,https://mtg-kr.com/cardimage/poketcgSV2a-185.png,보유중,,0,sv2a -「포켓몬 카드 151」,리자몽 ex,true,SV2a-185,포켓몬,
TRmTWqv3VELEg4yO7Ygw,235,,SSR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_209.png,미보유,,0,sm8b -「울트라샤이니」,리자몽 GX,true,SM8b-209,포켓몬,
5CtjgsxVgCIC2gvHa8pS,236,,SR,https://mtg-kr.com/cardimage/poketcgS9-103.png,보유중,,0,s9 -「스타버스」,리자몽 V,true,S9-103,포켓몬,
BEPcYIOlONW28IAxMUgO,237,,SAR,https://mtg-kr.com/cardimage/poketcgS12a-211.png,보유중,,0,s12a -「VSTAR 유니버스」,리자몽 V,true,S12a-211,포켓몬,
AiryzM0PGECGL9OCWh0Z,238,,SAR,https://mtg-kr.com/cardimage/poketcgS12a-212.png,미보유,,0,s12a -「VSTAR 유니버스」,리자몽 Vstar,true,S12a-212,포켓몬,
azgRPOx7dUEcgi51jWEt,239,,PROMO,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV-P/SV-P_163.png,보유중,,0,PROMO,리자몽ex,true,SV-P-163,포켓몬,
YCzC2nGjOJ4FKL25aTiJ,240,,MUR,https://mtg-kr.com/cardimage/poketcgM1S-092.png,미보유,,0,m1S -「메가 심포니아」,메가가디안 ex,true,M1S-092,포켓몬,282
ALW01OwU6IriYkIxkFCS,241,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_088.png,미보유,,0,m1L -「메가 브레이브」,메가루카리오 ex,true,M1L-088,포켓몬,
LeKzDuoio6QvSCQVSfGI,242,,MUR,https://mtg-kr.com/cardimage/poketcgM1L-092.png,미보유,,0,m1L -「메가 브레이브」,메가루카리오 ex,true,M1L-092,포켓몬,
abE9NkDvMLaDF2Yd0EnR,243,,SAR,https://mtg-kr.com/cardimage/poketcgM1S-087.png,미보유,,0,m1S -「메가 심포니아」,메가가디안 ex,true,M1S-087,포켓몬,282
5eBHWrPLpfV1q3mZbwfB,244,,SAR,https://mtg-kr.com/cardimage/poketcgM2a-241.png,보유중,,0,m2a -「메가드림」,메가곤율거니 ex,true,M2a-241,포켓몬,
LAMTsRGINQhbqS2nHL1z,245,,SAR,https://mtg-kr.com/cardimage/poketcgM2a-233.png,미보유,,0,m2a -「메가드림」,메가눈여아 ex,true,M2a-233,포켓몬,
204H4AGz8PaRAntTjCLu,246,,MA,https://mtg-kr.com/cardimage/poketcgM2a-227.png,미보유,,0,m2a -「메가드림」,메가디안시 ex,true,M2a-227,포켓몬,719
5gs5gh6MOBX35L5G6d8u,247,,SAR,https://mtg-kr.com/cardimage/poketcgM2a-238.png,보유중,,0,m2a -「메가드림」,메가디안시 ex,true,M2a-238,포켓몬,719
tV7Hje1DjVRmmdFnri5o,248,,SAR,https://mtg-kr.com/cardimage/poketcgM1S-088.png,미보유,,0,m1S -「메가 심포니아」,메가라티아스 ex,true,M1S-088,포켓몬,
L6voZ9YSzI3OdJKMAgcI,249,,SAR,https://mtg-kr.com/cardimage/poketcgM2a-239.png,미보유,,0,m2a -「메가드림」,메가루차불 ex,true,M2a-239,포켓몬,
MoNkOufXCXO8SrZmEgmm,250,,MUR,https://k-tcgpanda.com/cardimg/M/M2/%EB%A9%94%EA%B0%80%20%EB%A6%AC%EC%9E%90%EB%AA%BDX%20ex_M2_116_KOR.png,미보유,,0,m2 -「인페르노X」,메가리자몽X ex,true,M2-116,포켓몬,
vRSoGnneptQcpDgsXcB2,251,,SAR,https://mtg-kr.com/cardimage/poketcgM2-110.png,미보유,,0,m2 -「인페르노X」,메가리자몽X ex,true,M2-110,포켓몬,
GUegJoP95b7qu5Xg1u2r,252,,SAR,https://mtg-kr.com/cardimage/poketcgM2a-246.png,미보유,,0,m2a -「메가드림」,메가망나뇽 ex,true,M2a-246,포켓몬,
lMIygg8HYd0D9DNhbxxj,253,,SAR,https://mtg-kr.com/cardimage/poketcgM2-113.png,미보유,,0,m2 -「인페르노X」,메가샤크니아 ex,true,M2-113,포켓몬,
g1YrnOfKs6lOHiqEHEBg,254,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_089.png,보유중,,0,m1L -「메가 브레이브」,메가앱솔 ex,true,M1L-089,포켓몬,
FINEIeyGn6D7DsGfOgrQ,255,,없음,https://mtg-kr.com/cardimage/poketcgMC-762.png,보유중,,0,MC - MEGA「스타트 덱 100 배틀컬렉션」,메가염무왕 ex,true,MC-762,포켓몬,
5gD8siJGfW3HKCzEuEDA,256,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_087.png,보유중,,0,m1L -「메가 브레이브」,메가이상해꽃,true,M1L-087,포켓몬,
RcGveOejfPYbssGcCnJE,257,,SR,https://mtg-kr.com/cardimage/poketcgM1L-076.png,미보유,,0,m1L -「메가 브레이브」,메가이상해꽃 ex,true,M1L-076,포켓몬,3
6pTWxb0Bi1DaECsulUip,258,[object Object],SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M1L/M1L_087.png,보유중,,0,m1L -「메가 브레이브」,메가이상해꽃 ex,true,M1L-087,포켓몬,3
Kl9OvbupeuN1l2ove9SW,259,,SAR,https://mtg-kr.com/cardimage/poketcgM2-114.png,보유중,,0,m2 -「인페르노X」,메가이어롭 ex,true,M2-114,포켓몬,
hVEPFSd6bwXjLclFpLa5,260,,SAR,https://mtg-kr.com/cardimage/poketcgSV9a-085.png,미보유,,0,sv9a -「열풍의 아레나」,메가자리 ex,true,SV9a-085,포켓몬,
U9MwvdTivLPbvSyieezf,261,,없음,https://mtg-kr.com/cardimage/poketcgMC-763.png,보유중,,0,MC - MEGA「스타트 덱 100 배틀컬렉션」,메가장크로다일 ex,true,MC-763,포켓몬,
uiZfPx1tnRt5kUYFD7jv,262,,SAR,https://mtg-kr.com/cardimage/poketcgM2a-235.png,미보유,,0,m2a -「메가드림」,메가저리더프 ex,true,M2a-235,포켓몬,
epdfZ2u3awNJ0VKV2ZCq,263,,SAR,https://mtg-kr.com/cardimage/poketcgM1S-089.png,미보유,,0,m1S -「메가 심포니아」,메가캥카 ex,true,M1S-089,포켓몬,
RQdowNhO8rGCzJ9ncLiS,264,,SAR,https://mtg-kr.com/cardimage/poketcgM2a-240.png,보유중,,0,m2a -「메가드림」,메가팬텀 ex,true,M2a-240,포켓몬,
KjjEvktlUY15Ggwv8zH6,265,,AR,https://mtg-kr.com/cardimage/poketcgSV8-113.png,보유중,,0,sv8 -「초전브레이커」,메더,true,SV8-113,포켓몬,
zR9GkYXsJMfeJZyAZxhd,266,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_170.png,보유중,,0,sv11B -「블랙볼트」,메로엣타 ex,true,SV11B-170,포켓몬,
VHTdIc3E4xo9aAGxqAMj,267,,AR,https://mtg-kr.com/cardimage/poketcgS12a-209.png,보유중,,0,s12a -「VSTAR 유니버스」,메리프,true,S12a-209,포켓몬,
HXaUmKrc6Nu8iKIVUVHq,268,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_215.png,미보유,,0,sv8a -「테라스탈 페스타 ex」,모래털가죽 ex,true,SV8a-215,포켓몬,
7u8UGaMetZh9rv2k1qMX,269,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_089.png,미보유,,0,sv4K -「고대의 포효」,모래털가죽 ex,true,SV4K-089,포켓몬,
XhnWsZXoNt9e0f3TTnOi,270,,AR,https://mtg-kr.com/cardimage/poketcgSV4K-076.png,보유중,,0,sv4K -「고대의 포효」,모르페코,true,SV4K-076,포켓몬,
LF2496vMO6CMGYRquaB7,271,,CSR,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,미보유,,0,s8b -「VMAX 클라이맥스」,모르페코 V-UNION_1,true,S8b-226,포켓몬,
j7rmW4qkA38sNqJ5ovHG,272,,CSR,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,미보유,,0,s8b -「VMAX 클라이맥스」,모르페코 V-UNION_2,true,S8b-227,포켓몬,
DjAiPPZvF40JwjHWMS2H,273,,CSR,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,미보유,,0,s8b -「VMAX 클라이맥스」,모르페코 V-UNION_3,true,S8b-228,포켓몬,
kO6SIJCoUccJuTEuFoBs,274,,CSR,%EB%AA%A8%EB%A5%B4%ED%8E%98%EC%BD%94_V-UNION_S8b_226_KOR.jpg,미보유,,0,s8b -「VMAX 클라이맥스」,모르페코 V-UNION_4,true,S8b-229,포켓몬,
uZut3GKIop1Ps7ic7X4P,275,,AR,https://mtg-kr.com/cardimage/poketcgS12a-206.png,보유중,,0,s12a -「VSTAR 유니버스」,모부기,true,S12a-206,포켓몬,
P00Axd0de1QN6Zv61Yxz,276,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_214.png,미보유,,0,sv8a -「테라스탈 페스타 ex」,무쇠감투 ex,true,SV8a-214,포켓몬,
gbNYmOXboVEdBzT7HVPw,277,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_094.png,미보유,,0,sv5M -「사이버저지」,무쇠감투 ex,true,SV5M-094,포켓몬,
x8AdlnzTkcvYOa7R3gsZ,278,,SAR,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_213.png,미보유,,0,sv8a -「테라스탈 페스타 ex」,무쇠무인 ex,true,SV8a-213,포켓몬,
